ticker,entry_date,exit_date,direction,days_held,gross_return_pct
WFC,2022-01-04,2022-01-11,long,6,10.5066
BAC,2022-01-04,2022-01-11,long,6,6.5613
GS,2022-01-04,2022-01-10,long,5,0.9714
TMO,2022-01-04,2022-01-11,short,6,3.6092
INTC,2022-01-04,2022-01-10,long,5,3.7587
TSLA,2022-01-04,2022-01-10,long,5,-11.8072
XOM,2022-01-04,2022-01-19,long,11,15.0614
F,2022-01-05,2022-01-11,long,5,0.1646
MS,2022-01-05,2022-01-11,long,5,1.5922
BRK-B,2022-01-05,2022-01-14,long,8,5.0562
JPM,2022-01-05,2022-01-11,long,5,0.3956
CAT,2022-01-05,2022-01-11,long,5,0.8575
GM,2022-01-05,2022-01-11,long,5,-6.5105
COP,2022-01-05,2022-01-11,long,5,8.6008
GOOGL,2022-01-06,2022-01-12,short,5,-2.6217
BLK,2022-01-06,2022-01-12,short,5,0.6737
NFLX,2022-01-06,2022-01-12,short,5,5.5165
SBUX,2022-01-06,2022-01-12,short,5,6.1518
MSFT,2022-01-06,2022-01-12,short,5,-0.6115
CRM,2022-01-06,2022-01-12,short,5,-4.3453
ADBE,2022-01-06,2022-01-12,short,5,-3.4668
AVGO,2022-01-06,2022-01-12,short,5,3.2846
UNH,2022-01-07,2022-01-13,short,5,0.3645
HD,2022-01-10,2022-01-24,short,10,7.6542
TXN,2022-01-10,2022-01-14,short,5,-4.1313
NKE,2022-01-11,2022-01-18,short,5,2.3118
AVGO,2022-01-14,2022-01-21,short,5,11.6508
MSFT,2022-01-14,2022-01-21,short,5,2.8302
TMO,2022-01-14,2022-01-21,short,5,3.4962
JPM,2022-01-18,2022-01-25,short,6,7.484
WFC,2022-01-18,2022-01-24,long,5,-8.164
UBER,2022-01-19,2022-01-25,short,5,9.8269
GS,2022-01-19,2022-01-25,short,5,3.7021
MS,2022-01-19,2022-01-25,short,5,-5.3085
QCOM,2022-01-19,2022-01-25,short,5,7.644
CSCO,2022-01-19,2022-01-25,short,5,6.3265
PG,2022-01-20,2022-01-26,long,5,-1.8494
CAT,2022-01-20,2022-01-26,short,5,3.3717
F,2022-01-20,2022-01-26,short,5,12.3093
NFLX,2022-01-24,2022-01-28,short,5,2.4334
DIS,2022-01-24,2022-01-28,short,5,-1.0255
AMZN,2022-01-24,2022-01-28,short,5,-1.1482
V,2022-01-24,2022-01-28,short,5,-10.7625
HD,2022-01-25,2022-01-31,long,5,0.8713
AXP,2022-01-26,2022-02-01,long,5,6.0251
JNJ,2022-01-26,2022-02-01,long,5,1.9388
IBM,2022-01-26,2022-02-01,long,5,-0.4188
CVX,2022-01-26,2022-01-28,long,3,-1.4933
GE,2022-01-26,2022-02-01,short,5,-7.266
COP,2022-01-26,2022-02-01,long,5,5.0855
INTC,2022-01-28,2022-02-03,short,5,-0.6078
TSLA,2022-01-28,2022-02-03,short,5,-8.1586
MA,2022-01-31,2022-02-04,long,5,-0.081
CVX,2022-01-31,2022-02-04,short,5,-3.9728
V,2022-01-31,2022-02-04,long,5,0.1711
AAPL,2022-01-31,2022-02-04,long,5,1.3384
MCD,2022-01-31,2022-02-04,long,5,1.5503
CAT,2022-01-31,2022-02-04,short,5,1.2917
NFLX,2022-02-01,2022-02-07,long,5,-5.8623
XOM,2022-02-02,2022-02-08,long,5,-0.7052
PYPL,2022-02-03,2022-02-09,short,5,7.1812
GOOGL,2022-02-03,2022-02-09,long,5,-4.3297
AMZN,2022-02-04,2022-02-04,short,1,-13.5359
META,2022-02-04,2022-02-10,short,5,3.5975
TXN,2022-02-04,2022-02-10,short,5,2.6198
MRK,2022-02-04,2022-02-10,short,5,3.1704
F,2022-02-07,2022-02-11,short,5,2.0861
AMZN,2022-02-07,2022-02-11,long,5,-2.7569
BLK,2022-02-11,2022-02-17,short,5,1.8764
AMD,2022-02-14,2022-02-18,short,5,-1.2897
GE,2022-02-16,2022-02-18,long,3,-8.155
MU,2022-02-16,2022-02-23,long,5,-9.0521
CAT,2022-02-18,2022-02-25,short,5,3.9952
ORCL,2022-02-18,2022-02-25,short,5,-1.2875
IBM,2022-02-18,2022-02-25,short,5,0.577
WMT,2022-02-18,2022-02-25,long,5,-1.8001
MS,2022-02-18,2022-02-25,short,5,1.5394
INTC,2022-02-22,2022-02-28,short,5,-5.8275
GE,2022-02-22,2022-02-28,short,5,-3.1753
HD,2022-02-23,2022-03-01,short,5,-1.3883
CRM,2022-02-25,2022-03-03,long,5,0.2252
ADBE,2022-02-25,2022-03-03,long,5,-1.022
MRK,2022-02-25,2022-02-25,short,1,-3.8226
MSFT,2022-02-25,2022-03-03,long,5,0.4515
MRK,2022-02-28,2022-03-04,long,5,1.9785
BRK-B,2022-02-28,2022-03-04,long,5,1.9108
JNJ,2022-02-28,2022-03-04,long,5,2.0964
KO,2022-02-28,2022-03-04,long,5,-0.4455
UNH,2022-02-28,2022-03-04,long,5,4.8134
PG,2022-02-28,2022-03-04,long,5,-1.959
CVX,2022-02-28,2022-03-15,long,12,12.7511
WFC,2022-03-02,2022-03-08,short,5,7.3754
AXP,2022-03-02,2022-03-14,short,9,1.8242
F,2022-03-03,2022-03-09,long,5,-9.558
MU,2022-03-03,2022-03-04,long,2,-12.2079
CAT,2022-03-03,2022-03-15,long,9,12.3826
MU,2022-03-07,2022-03-11,short,5,11.2887
BLK,2022-03-07,2022-03-11,short,5,1.0284
BAC,2022-03-08,2022-03-09,short,2,-6.9594
NKE,2022-03-08,2022-03-14,short,5,5.2729
SBUX,2022-03-08,2022-03-18,short,9,-6.8342
MCD,2022-03-08,2022-03-14,short,5,-0.8719
DIS,2022-03-08,2022-03-14,short,5,3.3603
QCOM,2022-03-08,2022-03-14,short,5,5.4376
PG,2022-03-09,2022-03-15,short,5,-2.5544
KO,2022-03-09,2022-03-15,short,5,-2.4594
XOM,2022-03-10,2022-03-22,short,9,0.3255
BAC,2022-03-10,2022-03-16,long,5,4.2885
MS,2022-03-17,2022-03-23,long,5,0.6757
ADBE,2022-03-24,2022-03-30,short,5,-8.4252
INTC,2022-03-25,2022-03-31,long,5,-3.9907
NVDA,2022-03-25,2022-03-31,long,5,-3.0693
TSLA,2022-03-29,2022-04-04,long,5,4.9101
MA,2022-03-30,2022-04-05,long,5,-1.1509
F,2022-03-30,2022-04-05,long,5,-10.8732
AMD,2022-04-01,2022-04-07,short,5,5.1472
LLY,2022-04-07,2022-04-13,long,5,-1.0365
ABBV,2022-04-07,2022-04-11,long,3,0.5447
MSFT,2022-04-07,2022-04-19,short,8,4.6258
JNJ,2022-04-07,2022-04-13,long,5,-0.8615
PFE,2022-04-08,2022-04-14,long,5,-3.6983
COST,2022-04-08,2022-04-14,long,5,-2.9043
TMO,2022-04-08,2022-04-11,long,2,-4.3351
TMO,2022-04-12,2022-04-19,short,5,1.9075
ABBV,2022-04-12,2022-04-21,short,7,5.8871
CAT,2022-04-18,2022-04-22,long,5,-4.5971
NKE,2022-04-18,2022-04-22,long,5,-3.2894
JNJ,2022-04-20,2022-04-26,long,5,0.8739
IBM,2022-04-21,2022-04-27,long,5,-2.3569
DIS,2022-04-21,2022-04-27,short,5,7.826
PYPL,2022-04-21,2022-04-27,short,5,14.0151
NFLX,2022-04-21,2022-04-27,short,5,19.066
PG,2022-04-21,2022-04-27,long,5,-2.0751
META,2022-04-21,2022-04-28,short,6,-6.2209
CVX,2022-04-22,2022-04-28,short,5,1.4956
NKE,2022-04-25,2022-05-03,short,7,4.3324
COST,2022-04-25,2022-05-12,short,14,16.3707
GS,2022-04-25,2022-04-29,short,5,4.4011
CAT,2022-04-25,2022-04-29,short,5,2.6014
ORCL,2022-04-25,2022-04-29,short,5,3.5401
LLY,2022-04-25,2022-04-28,short,4,-6.4708
MS,2022-04-25,2022-04-29,short,5,3.9747
TSLA,2022-04-27,2022-05-03,short,5,-3.7579
V,2022-04-27,2022-04-27,short,1,-6.4694
AVGO,2022-04-27,2022-05-03,short,5,-4.0771
GE,2022-04-27,2022-05-03,short,5,3.4056
TMO,2022-04-27,2022-04-28,short,2,-8.1043
MSFT,2022-04-28,2022-05-04,long,5,2.3869
MA,2022-04-28,2022-05-05,long,6,-2.2679
V,2022-04-28,2022-05-04,long,5,0.1915
BA,2022-04-28,2022-05-04,short,5,-1.877
PYPL,2022-04-29,2022-05-05,long,5,-7.2321
MCD,2022-04-29,2022-05-11,long,9,-3.8397
META,2022-04-29,2022-05-05,long,5,1.2395
TMO,2022-04-29,2022-05-05,long,5,-1.4994
QCOM,2022-04-29,2022-05-05,long,5,-4.42
LLY,2022-04-29,2022-05-05,long,5,-1.6483
AAPL,2022-04-29,2022-05-05,long,5,-4.1982
MRK,2022-04-29,2022-05-05,long,5,-0.6434
AMZN,2022-05-02,2022-05-06,short,5,7.6245
INTC,2022-05-02,2022-05-06,short,5,-2.6943
ABBV,2022-05-02,2022-05-06,short,5,-3.931
PEP,2022-05-02,2022-05-04,short,3,-1.4096
BLK,2022-05-05,2022-05-11,long,5,-9.753
IBM,2022-05-05,2022-05-10,long,4,-4.8789
PEP,2022-05-05,2022-05-11,long,5,-1.8406
AMD,2022-05-05,2022-05-09,long,3,-13.1362
SBUX,2022-05-05,2022-05-05,long,1,-5.0955
SBUX,2022-05-06,2022-05-12,short,5,9.7539
NKE,2022-05-06,2022-05-12,short,5,9.6715
CRM,2022-05-06,2022-05-12,short,5,7.0562
AAPL,2022-05-06,2022-05-12,short,5,9.2807
HD,2022-05-06,2022-05-12,short,5,3.0359
COP,2022-05-10,2022-05-16,short,5,-8.4811
GE,2022-05-10,2022-05-16,short,5,-2.3134
CVX,2022-05-10,2022-05-16,short,5,-8.1103
TMO,2022-05-10,2022-05-16,short,5,-4.2162
AMD,2022-05-10,2022-05-16,short,5,-9.2395
XOM,2022-05-10,2022-05-16,short,5,-8.2548
BA,2022-05-10,2022-05-16,short,5,6.9542
UBER,2022-05-10,2022-05-16,short,5,-2.9914
IBM,2022-05-11,2022-05-17,short,5,-6.788
SBUX,2022-05-16,2022-05-20,long,5,-2.9233
F,2022-05-16,2022-05-20,long,5,-7.4074
WMT,2022-05-18,2022-05-25,short,6,5.7908
PEP,2022-05-19,2022-05-25,short,5,-3.2382
UNH,2022-05-19,2022-05-25,short,5,-5.4337
COST,2022-05-19,2022-05-25,short,5,-2.6131
PG,2022-05-19,2022-05-25,short,5,-0.2813
AAPL,2022-05-19,2022-05-25,short,5,-0.0459
ORCL,2022-05-19,2022-05-25,short,5,-2.354
IBM,2022-05-19,2022-05-25,short,5,-1.2323
AVGO,2022-05-19,2022-05-25,short,5,6.9996
MCD,2022-05-19,2022-05-25,short,5,-5.4626
CSCO,2022-05-19,2022-05-26,short,6,5.2982
KO,2022-05-19,2022-05-25,short,5,-4.665
JPM,2022-05-24,2022-05-31,long,5,6.1236
BAC,2022-05-24,2022-05-31,long,5,3.7079
META,2022-05-25,2022-06-01,short,5,-4.1951
TMO,2022-05-31,2022-06-06,long,5,-3.4018
CRM,2022-06-02,2022-06-08,long,5,7.4516
COST,2022-06-03,2022-06-09,long,5,-3.1911
MU,2022-06-06,2022-06-10,short,5,11.1241
XOM,2022-06-08,2022-06-13,long,4,-7.2748
INTC,2022-06-09,2022-06-15,short,5,6.3578
BLK,2022-06-13,2022-06-17,short,5,5.8797
WFC,2022-06-13,2022-06-17,short,5,3.804
GS,2022-06-13,2022-06-17,short,5,2.4278
ADBE,2022-06-13,2022-06-17,short,5,8.6616
MS,2022-06-13,2022-06-17,short,5,5.9634
JPM,2022-06-13,2022-06-17,short,5,5.5981
ORCL,2022-06-14,2022-06-14,short,1,-10.4138
F,2022-06-14,2022-06-24,short,8,-2.6485
CVX,2022-06-14,2022-06-24,short,8,14.364
GM,2022-06-14,2022-06-24,short,8,-8.4141
AXP,2022-06-14,2022-06-24,short,8,-0.6598
BA,2022-06-14,2022-06-15,short,2,-14.386
BRK-B,2022-06-14,2022-06-21,short,5,3.4169
XOM,2022-06-14,2022-06-21,short,5,3.8654
ORCL,2022-06-15,2022-06-22,long,5,-5.9248
BA,2022-06-16,2022-06-23,long,5,0.187
CAT,2022-06-17,2022-06-24,short,5,4.3616
AVGO,2022-06-17,2022-06-24,short,5,-3.2609
GE,2022-06-17,2022-06-24,short,5,-2.9342
QCOM,2022-06-17,2022-06-24,short,5,-3.7243
MA,2022-06-17,2022-06-24,short,5,-6.7965
NKE,2022-06-17,2022-06-24,short,5,-5.534
COP,2022-06-17,2022-06-27,short,6,8.0747
UNH,2022-06-22,2022-06-28,long,5,5.8544
MRK,2022-06-22,2022-06-28,long,5,4.3849
XOM,2022-06-22,2022-06-28,long,5,0.0219
BLK,2022-06-22,2022-06-28,long,5,2.3725
CRM,2022-06-27,2022-07-01,long,5,-9.531
WFC,2022-06-27,2022-07-01,long,5,-2.0609
MS,2022-06-27,2022-07-01,long,5,-1.375
GS,2022-06-27,2022-07-01,long,5,-1.1627
BRK-B,2022-06-27,2022-07-01,long,5,-0.2803
JNJ,2022-06-29,2022-07-06,short,5,-0.7823
NKE,2022-06-29,2022-07-06,short,5,-1.5083
BA,2022-07-13,2022-07-19,long,5,6.1026
TMO,2022-07-13,2022-07-19,short,5,-1.3986
MSFT,2022-07-13,2022-07-19,short,5,-2.3239
COST,2022-07-15,2022-07-21,long,5,3.4223
WFC,2022-07-18,2022-07-22,long,5,4.9599
NFLX,2022-07-18,2022-07-27,long,8,19.9038
BAC,2022-07-18,2022-07-22,long,5,3.6589
UNH,2022-07-18,2022-07-22,long,5,-1.5743
BLK,2022-07-20,2022-07-26,long,5,-0.8594
IBM,2022-07-20,2022-07-26,short,5,2.1342
GS,2022-07-20,2022-07-26,long,5,0.1572
TSLA,2022-07-22,2022-07-28,long,5,3.3835
TMO,2022-07-22,2022-07-28,long,5,3.9374
META,2022-07-25,2022-07-29,short,5,5.3962
GOOGL,2022-07-25,2022-07-27,short,3,-5.1754
WMT,2022-07-27,2022-07-27,short,1,-3.7793
MCD,2022-07-27,2022-08-02,long,5,1.5403
MSFT,2022-07-28,2022-08-03,long,5,5.109
PYPL,2022-07-28,2022-08-10,long,10,14.4527
NVDA,2022-07-28,2022-08-03,long,5,6.2001
TXN,2022-07-28,2022-08-03,long,5,7.6591
GOOGL,2022-07-28,2022-08-03,long,5,4.4401
WMT,2022-07-28,2022-08-03,long,5,3.0887
F,2022-07-29,2022-08-04,long,5,9.7857
PG,2022-08-01,2022-08-05,short,5,-4.1392
INTC,2022-08-01,2022-08-05,short,5,1.4294
AMZN,2022-08-01,2022-08-05,long,5,4.3349
CVX,2022-08-01,2022-08-05,long,5,-6.1912
ABBV,2022-08-01,2022-08-05,short,5,3.8731
CAT,2022-08-01,2022-08-02,long,2,-7.4351
BA,2022-08-02,2022-08-08,long,5,-1.8809
UBER,2022-08-03,2022-08-09,long,5,6.188
CAT,2022-08-03,2022-08-09,short,5,-1.3672
AAPL,2022-08-04,2022-08-10,long,5,2.0135
DIS,2022-08-04,2022-08-10,long,5,3.1279
SBUX,2022-08-04,2022-08-10,long,5,-0.8938
WMT,2022-08-05,2022-08-11,short,5,-3.7246
TSLA,2022-08-08,2022-08-12,short,5,-4.4367
NVDA,2022-08-09,2022-08-15,short,5,-7.189
GS,2022-08-11,2022-08-17,long,5,1.6757
BLK,2022-08-11,2022-08-17,long,5,2.4834
DIS,2022-08-12,2022-08-18,long,5,4.2314
PFE,2022-08-15,2022-08-19,long,5,-1.9158
HD,2022-08-17,2022-08-23,long,5,-6.2557
WMT,2022-08-17,2022-08-23,long,5,-3.8531
TXN,2022-08-18,2022-08-24,short,5,2.5148
CSCO,2022-08-19,2022-08-25,long,5,-4.2536
BLK,2022-08-22,2022-09-02,short,10,8.102
F,2022-08-23,2022-08-29,short,5,-3.3692
BRK-B,2022-08-23,2022-09-02,short,9,3.7722
NFLX,2022-08-23,2022-08-29,short,5,0.5676
ORCL,2022-08-23,2022-09-02,short,9,2.2509
PEP,2022-08-29,2022-09-02,short,5,1.8447
WMT,2022-08-29,2022-09-02,short,5,-1.0959
COST,2022-08-29,2022-09-02,short,5,2.3735
NKE,2022-08-29,2022-09-02,short,5,2.0882
KO,2022-08-29,2022-09-02,short,5,3.1658
MS,2022-08-29,2022-09-02,short,5,0.4125
TMO,2022-08-29,2022-09-02,short,5,3.6358
QCOM,2022-08-29,2022-09-02,short,5,6.9959
MSFT,2022-08-29,2022-09-02,short,5,4.6443
IBM,2022-08-29,2022-09-02,short,5,1.9855
AVGO,2022-08-29,2022-09-02,short,5,4.0136
TXN,2022-08-29,2022-09-02,short,5,3.9178
ADBE,2022-08-29,2022-09-02,short,5,3.4624
NVDA,2022-08-29,2022-09-02,short,5,18.1797
INTC,2022-08-29,2022-09-02,short,5,6.7467
MU,2022-08-29,2022-09-02,short,5,2.229
MCD,2022-08-29,2022-09-02,short,5,0.3657
AAPL,2022-08-29,2022-09-02,short,5,4.9346
HD,2022-08-29,2022-09-02,short,5,1.4048
SBUX,2022-08-29,2022-09-02,short,5,1.2273
GOOGL,2022-08-29,2022-09-02,short,5,2.2447
V,2022-08-29,2022-09-02,short,5,2.5534
MA,2022-08-29,2022-09-02,short,5,2.8865
ABBV,2022-09-02,2022-09-09,long,5,2.1452
JNJ,2022-09-02,2022-09-09,long,5,0.2238
SBUX,2022-09-08,2022-09-21,long,10,0.3284
AAPL,2022-09-13,2022-09-13,long,1,-5.8679
META,2022-09-14,2022-09-20,short,5,4.7076
GS,2022-09-14,2022-09-20,short,5,1.5075
CSCO,2022-09-14,2022-09-20,short,5,3.5393
AAPL,2022-09-14,2022-09-20,short,5,-2.0918
AVGO,2022-09-14,2022-09-20,short,5,2.0498
NFLX,2022-09-14,2022-09-20,short,5,-10.5298
COST,2022-09-14,2022-09-20,short,5,2.1257
BLK,2022-09-14,2022-09-20,short,5,3.5349
NKE,2022-09-14,2022-09-27,short,10,9.2947
UNH,2022-09-14,2022-09-20,short,5,-1.7665
WFC,2022-09-14,2022-09-20,short,5,-0.5286
MCD,2022-09-14,2022-09-20,short,5,-0.4435
MA,2022-09-14,2022-09-20,short,5,3.802
AMD,2022-09-14,2022-09-20,short,5,2.3101
GOOGL,2022-09-14,2022-09-20,short,5,3.0619
PEP,2022-09-14,2022-09-20,short,5,-0.9423
ADBE,2022-09-14,2022-09-22,short,7,24.4968
MSFT,2022-09-14,2022-09-20,short,5,3.8501
V,2022-09-14,2022-09-20,short,5,3.8991
BRK-B,2022-09-14,2022-09-20,short,5,0.383
BA,2022-09-14,2022-09-20,short,5,0.7772
GE,2022-09-14,2022-09-20,short,5,6.1835
HD,2022-09-14,2022-09-20,short,5,1.2339
QCOM,2022-09-14,2022-09-20,short,5,0.0043
JNJ,2022-09-14,2022-09-20,short,5,-2.2837
INTC,2022-09-14,2022-09-20,short,5,1.0733
JPM,2022-09-14,2022-09-20,short,5,0.408
DIS,2022-09-14,2022-09-20,short,5,3.7825
AXP,2022-09-14,2022-09-20,short,5,1.1386
TMO,2022-09-14,2022-09-20,short,5,5.0671
PFE,2022-09-14,2022-09-20,short,5,3.1298
MU,2022-09-14,2022-09-20,short,5,5.4471
TXN,2022-09-14,2022-09-20,short,5,-2.1312
KO,2022-09-14,2022-09-20,short,5,0.1936
F,2022-09-14,2022-09-27,short,10,21.5047
AMZN,2022-09-14,2022-09-20,short,5,3.6389
IBM,2022-09-14,2022-09-20,short,5,0.6868
CAT,2022-09-14,2022-09-20,short,5,3.4325
NVDA,2022-09-14,2022-09-20,short,5,-0.4505
COP,2022-09-15,2022-09-21,long,5,-5.624
ORCL,2022-09-15,2022-09-21,short,5,7.8629
GM,2022-09-21,2022-09-27,short,5,12.0673
LLY,2022-09-23,2022-10-05,long,9,6.7263
SBUX,2022-09-23,2022-09-29,short,5,-2.2875
MRK,2022-09-23,2022-09-29,long,5,-0.9942
XOM,2022-09-26,2022-09-30,short,5,-2.0254
COST,2022-09-26,2022-09-30,short,5,-1.4306
COP,2022-09-26,2022-09-30,short,5,-3.4684
CVX,2022-09-26,2022-09-30,short,5,0.5705
PG,2022-09-28,2022-10-04,short,5,1.2977
MCD,2022-09-28,2022-10-04,short,5,-0.8477
KO,2022-09-28,2022-10-04,short,5,-0.7433
HD,2022-09-29,2022-10-05,long,5,2.7145
NFLX,2022-09-29,2022-10-05,long,5,-3.4543
AAPL,2022-09-30,2022-10-06,short,5,-2.2783
TSLA,2022-09-30,2022-10-10,short,7,18.6531
ABBV,2022-10-03,2022-10-07,short,5,-3.5013
NKE,2022-10-03,2022-10-07,short,5,-5.0332
COP,2022-10-04,2022-10-10,long,5,6.2108
XOM,2022-10-04,2022-10-10,long,5,7.5283
CVX,2022-10-04,2022-10-10,long,5,3.5655
IBM,2022-10-05,2022-10-11,long,5,-6.1355
GM,2022-10-05,2022-10-11,long,5,-10.3631
WFC,2022-10-05,2022-10-11,long,5,-7.6022
GE,2022-10-05,2022-10-11,long,5,-5.2414
JPM,2022-10-05,2022-10-11,long,5,-8.7769
GS,2022-10-05,2022-10-11,long,5,-6.5615
F,2022-10-05,2022-10-11,long,5,-6.4725
UBER,2022-10-05,2022-10-11,long,5,-15.519
AVGO,2022-10-05,2022-10-11,long,5,-10.2322
PYPL,2022-10-05,2022-10-11,long,5,-10.4537
CAT,2022-10-05,2022-10-11,long,5,0.0668
MSFT,2022-10-10,2022-10-14,short,5,2.2047
INTC,2022-10-10,2022-10-14,short,5,-1.0118
NVDA,2022-10-10,2022-10-14,short,5,6.8543
AMD,2022-10-10,2022-10-14,short,5,4.1468
TXN,2022-10-10,2022-10-14,short,5,7.0851
MRK,2022-10-11,2022-10-17,long,5,4.023
UBER,2022-10-12,2022-10-18,short,5,-11.6671
PEP,2022-10-13,2022-10-20,long,6,1.222
WFC,2022-10-14,2022-10-20,long,5,2.9967
BRK-B,2022-10-14,2022-10-20,long,5,-0.8159
JPM,2022-10-14,2022-10-20,long,5,6.1809
BLK,2022-10-14,2022-10-20,long,5,1.1183
IBM,2022-10-14,2022-10-27,long,10,10.6577
MCD,2022-10-14,2022-10-20,long,5,1.2239
CVX,2022-10-14,2022-10-20,long,5,2.2265
BAC,2022-10-14,2022-10-24,long,7,10.6658
MS,2022-10-17,2022-10-21,short,5,-5.2662
NFLX,2022-10-20,2022-10-26,long,5,9.6336
ORCL,2022-10-24,2022-10-28,long,5,6.4099
CAT,2022-10-24,2022-11-03,long,9,15.2665
JPM,2022-10-24,2022-10-28,long,5,3.1498
MRK,2022-10-24,2022-10-28,long,5,5.3308
PFE,2022-10-24,2022-11-04,long,10,5.9504
SBUX,2022-10-25,2022-10-31,short,5,-3.3557
PYPL,2022-10-26,2022-11-01,long,5,-6.8691
GOOGL,2022-10-27,2022-11-02,short,5,8.4526
MSFT,2022-10-27,2022-11-02,short,5,4.6987
V,2022-10-27,2022-11-02,long,5,-1.1705
BA,2022-10-27,2022-11-02,short,5,-9.5801
META,2022-10-28,2022-11-03,short,5,9.3789
MCD,2022-10-28,2022-11-04,long,6,3.5872
BRK-B,2022-10-31,2022-11-04,long,5,-4.0583
AAPL,2022-10-31,2022-11-04,long,5,-10.9994
ABBV,2022-10-31,2022-11-04,short,5,1.5652
INTC,2022-10-31,2022-11-04,long,5,-1.6826
AMZN,2022-10-31,2022-11-04,short,5,12.8969
UBER,2022-11-02,2022-11-08,long,5,-7.7647
CRM,2022-11-03,2022-11-09,short,5,5.0402
MA,2022-11-03,2022-11-09,short,5,0.979
TMO,2022-11-03,2022-11-09,short,5,1.2269
COP,2022-11-04,2022-11-09,long,4,-6.3966
QCOM,2022-11-04,2022-11-10,short,5,-14.8839
SBUX,2022-11-07,2022-11-17,long,9,6.1695
NKE,2022-11-07,2022-11-18,long,10,10.0532
COP,2022-11-10,2022-11-16,short,5,-3.8067
CVX,2022-11-10,2022-11-16,short,5,-3.9605
DIS,2022-11-10,2022-11-16,short,5,-8.1113
XOM,2022-11-10,2022-11-16,short,5,-4.4517
MU,2022-11-11,2022-11-16,long,4,-2.3229
WFC,2022-11-11,2022-11-17,long,5,-4.0876
GOOGL,2022-11-11,2022-11-17,long,5,4.7051
PG,2022-11-11,2022-11-17,long,5,-0.2196
COST,2022-11-11,2022-11-17,long,5,1.5961
QCOM,2022-11-11,2022-11-17,long,5,1.8064
CRM,2022-11-11,2022-11-17,long,5,-4.229
MSFT,2022-11-11,2022-11-17,long,5,-0.2547
V,2022-11-11,2022-11-17,long,5,2.6366
INTC,2022-11-11,2022-11-17,long,5,0.4368
AXP,2022-11-11,2022-11-17,long,5,-2.6559
JPM,2022-11-11,2022-11-17,long,5,-1.8804
TXN,2022-11-11,2022-11-17,long,5,0.3836
BAC,2022-11-11,2022-11-17,long,5,-2.5177
HD,2022-11-11,2022-11-17,long,5,-0.0834
ADBE,2022-11-11,2022-11-17,long,5,2.3882
AVGO,2022-11-11,2022-11-17,long,5,1.0936
TMO,2022-11-11,2022-11-17,long,5,1.7884
META,2022-11-11,2022-11-17,long,5,-0.3754
F,2022-11-11,2022-11-17,long,5,-0.8787
MS,2022-11-11,2022-11-17,long,5,0.1689
BLK,2022-11-11,2022-11-17,long,5,-5.0671
CSCO,2022-11-11,2022-11-25,long,10,6.0009
BRK-B,2022-11-11,2022-11-17,long,5,1.3984
PYPL,2022-11-11,2022-11-17,long,5,-1.3364
MA,2022-11-11,2022-11-17,long,5,1.186
NVDA,2022-11-11,2022-11-17,long,5,-0.4635
AAPL,2022-11-11,2022-11-17,long,5,2.6214
GS,2022-11-11,2022-11-17,long,5,0.3886
AMD,2022-11-11,2022-11-17,long,5,7.9305
NFLX,2022-11-11,2022-11-17,long,5,7.3863
AMZN,2022-11-11,2022-11-17,long,5,-1.8421
KO,2022-11-11,2022-11-17,long,5,-0.2792
JNJ,2022-11-14,2022-11-18,short,5,-3.9844
MRK,2022-11-14,2022-11-18,short,5,-6.1641
LLY,2022-11-14,2022-11-18,short,5,-2.9635
UNH,2022-11-14,2022-11-18,short,5,-1.676
PFE,2022-11-15,2022-11-21,long,5,-2.1527
UBER,2022-11-16,2022-11-22,long,5,-11.0548
WMT,2022-11-16,2022-11-22,long,5,2.8825
MU,2022-11-17,2022-11-23,short,5,-0.2297
DIS,2022-11-22,2022-11-29,long,5,-2.9617
KO,2022-12-01,2022-12-07,long,5,-0.11
NVDA,2022-12-01,2022-12-07,long,5,-4.745
AVGO,2022-12-01,2022-12-07,long,5,-5.9035
TXN,2022-12-01,2022-12-07,long,5,-3.7183
ADBE,2022-12-01,2022-12-07,long,5,-5.2909
NFLX,2022-12-01,2022-12-07,long,5,0.9459
MA,2022-12-01,2022-12-07,long,5,-2.5196
SBUX,2022-12-01,2022-12-07,long,5,-0.3229
META,2022-12-01,2022-12-06,long,4,-3.37
PG,2022-12-01,2022-12-07,long,5,0.724
V,2022-12-01,2022-12-07,long,5,-4.235
UNH,2022-12-01,2022-12-07,long,5,-0.5799
MSFT,2022-12-01,2022-12-07,long,5,-4.2212
QCOM,2022-12-01,2022-12-07,long,5,-6.546
GOOGL,2022-12-01,2022-12-07,long,5,-5.9907
CRM,2022-12-02,2022-12-12,short,7,9.7243
COST,2022-12-02,2022-12-08,short,5,4.5855
BAC,2022-12-06,2022-12-13,short,6,5.0325
ORCL,2022-12-06,2022-12-12,short,5,-2.3383
WFC,2022-12-06,2022-12-12,short,5,1.8055
META,2022-12-07,2022-12-13,short,5,-5.2592
PFE,2022-12-09,2022-12-15,long,5,3.5342
IBM,2022-12-16,2022-12-22,short,5,0.9758
COST,2022-12-16,2022-12-22,short,5,1.1127
NFLX,2022-12-16,2022-12-22,short,5,-2.5841
F,2022-12-19,2022-12-23,short,5,6.2688
PFE,2022-12-19,2022-12-23,short,5,-0.8355
NKE,2022-12-22,2022-12-29,long,5,1.356
NVDA,2022-12-23,2022-12-30,short,5,4.2445
GM,2022-12-23,2022-12-30,short,5,-0.536
